N,sigma_trunc_Q0,sigma_model
1002112,1.3205473882445624,0.0008252628278503517
1002114,2.6406469021995114,0.0016502457611614707
1002116,1.4084809669441554,0.000880216034730034
1002118,1.4403526771351203,0.0009001339399220523
1002120,4.228435723998011,0.002642518438970088
1002122,1.5197969372079108,0.0009497818323852706
1002124,1.404801978389978,0.0008779168877816722
1002126,2.6406469021995114,0.0016502457611614707
1002128,1.3203238032220197,0.0008251231006360079
1002130,1.7604309799873963,0.0011001636607006079
1002132,2.643300040972731,0.0016519038135919687
1002134,1.6207010591133906,0.0010128408499765812
1002136,1.402105505352148,0.0008762317540377179
1002138,2.6406469021995114,0.0016502457611614707
1002140,1.783819860151697,0.0011147803064616528
1002142,1.3369122497546224,0.0008354898836965826
1002144,3.245934385202818,0.0020285140946816765
1002146,1.3329734634433459,0.0008330283787491053
1002148,1.5847178290960389,0.0009903534917616028
1002150,3.7847948309614323,0.002365269518411383
1002152,1.3203238032220197,0.0008251231006360079
1002154,1.3203238032220197,0.0008251231006360079
1002156,2.767194710991764,0.0017293305433297111
1002158,1.357607694125427,0.0008484232938090161
1002160,1.7605906606251012,0.0011002634515114476
1002162,3.2135115107317223,0.0020082517449082063
1002164,1.3280593566331491,0.0008299573570511012
1002166,1.4670261257348909,0.0009168032437394864
1002168,2.7377983244008592,0.001710959566761546
1002170,1.92373471960875,0.0012022186926957921
1002172,1.3203238032220197,0.0008251231006360079
1002174,2.8645202586444443,0.0017901531668818318
1002176,1.5850698610876977,0.0009905734906192859
1002178,1.3203238032220197,0.0008251231006360079
1002180,3.5209240165245035,0.0022003661030187156
1002182,1.4113619603097813,0.0008820164825996823
1002184,1.4085827815006906,0.0008802796627146036
1002186,2.6909518073309013,0.0016816833064044786
1002188,1.4670700335284397,0.000916830683474093
1002190,2.1490340369020537,0.0013430172383272281
1002192,2.6406948018018346,0.0016502756955368806
1002194,1.337746775083435,0.0008360114119195753
1002196,1.4404045685780817,0.0009001663689581784
1002198,2.6406469021995114,0.0016502457611614707
1002200,1.7608302612651598,0.0011004131875251113
1002202,1.3832409680452358,0.0008644425509068208
1002204,3.2843363515471142,0.0020525130178724875
1002206,1.3203238032220197,0.0008251231006360079
1002208,1.3203238032220197,0.0008251231006360079
1002210,3.9131648870555065,0.0024454930957298246
1002212,1.398141479182025,0.0008737544756939417
1002214,1.3243820914786932,0.0008276592871240871
1002216,2.6406469021995114,0.0016502457611614707
1002218,1.6903906048917765,0.0010563926317094046
1002220,1.7604309799873963,0.0011001636607006079
1002222,2.881385266823864,0.0018006927843660396
1002224,1.3203238032220197,0.0008251231006360079
1002226,1.325382606289679,0.0008282845488069093
1002228,2.700890402955047,0.0016878943319251505
1002230,1.888380005095853,0.0011801241189330581
1002232,1.7615423889065884,0.0011008582245426294
1002234,2.6406469021995114,0.0016502457611614707
1002236,1.3398579025215154,0.0008373307398096699
1002238,1.3251395193309659,0.0008281326340534162
1002240,3.6513154156260645,0.002281852898349069
1002242,1.3203238032220197,0.0008251231006360079
1002244,1.3528165654170354,0.0008454291260406498
1002246,3.1754402550482066,0.0019844594960234784
1002248,1.5126582154009407,0.0009453205598871374
1002250,1.8728803965054794,0.0011704377942091352
1002252,2.8166886930442856,0.0017602613103387887
1002254,1.4670261257348909,0.0009168032437394864
1002256,1.3588236636651152,0.0008491832017607005
1002258,2.6406469021995114,0.0016502457611614707
1002260,2.112757087065643,0.0013203463228611961
1002262,1.3203238032220197,0.0008251231006360079
1002264,2.6406469021995114,0.0016502457611614707
1002266,1.3203238032220197,0.0008251231006360079
1002268,1.326064098977958,0.0008287104408181275
1002270,3.5208641398706253,0.0022003286837052236
1002272,1.3203238032220197,0.0008251231006360079
1002274,1.7287265089706523,0.0010803502699509137
1002276,2.9352181550151237,0.0018343351071903099
1002278,1.3203238032220197,0.0008251231006360079
1002280,1.7604708921805077,0.0011001886034248494
1002282,2.6406469021995114,0.0016502457611614707
1002284,1.3315498896961375,0.0008321387306329279
1002286,1.446501211712908,0.00090397640485589
1002288,3.376912670064908,0.002110367658373901
1002290,1.7865784729467533,0.001116504273822808
1002292,1.4001716016124544,0.0008750231803180489
1002294,2.7767499964779754,0.0017353020230293156
1002296,1.3203238032220197,0.0008251231006360079
1002298,1.5222590448614834,0.0009513205018360962
1002300,3.8560368522211466,0.0024097915041045447
1002302,1.5843876588875812,0.0009901471552057706
1002304,1.32038766426014,0.0008251630099504162
1002306,2.6406469021995114,0.0016502457611614707
1002308,1.3370895341692846,0.0008356006758110348
1002310,1.7782976085972182,0.0011113292308133882
1002312,2.6407905906821383,0.0016503355578356058
1002314,1.3203238032220197,0.0008251231006360079
1002316,1.5843876588875812,0.0009901471552057706
1002318,2.6724798269321073,0.0016701394277708087
1002320,2.11863966927908,0.001324022583535928
1002322,1.3498510946753934,0.0008435758848832777
1002324,2.6705842205784767,0.001668954787617934
1002326,1.5257630893423761,0.0009535103192428452
1002328,1.3278125051164809,0.0008298030896749219
1002330,4.452002191439729,0.0027822340574900173
1002332,1.3203238032220197,0.0008251231006360079
1002334,1.3287911750262669,0.0008304146996061306
1002336,2.706177706008317,0.0016911985788672038
1002338,1.3296081629373357,0.0008309252679960349
1002340,1.8451538117245045,0.0011531103435120443
1002342,2.934118639068496,0.00183364797574205
1002344,1.584987136943245,0.0009905217929960198
1002346,1.3203238032220197,0.0008251231006360079
1002348,2.6409163277810364,0.0016504141359727678
1002350,1.760480867739829,0.0011001948375504614
1002352,1.4837588781919473,0.000927260209338265
1002354,2.9230586420697673,0.0018267361416947155
1002356,1.3694263576755679,0.0008558092488982664
1002358,1.5843876588875812,0.0009901471552057706
1002360,3.5211635052118018,0.0022005157690686257
1002362,1.3285045104197368,0.0008302355514392905
1002364,1.5677916362163966,0.0009797756375134771
1002366,2.663250833506836,0.0016643718610176942
1002368,1.3613963639638451,0.0008507909849744203
1002370,1.7604309799873963,0.0011001636607006079
1002372,3.168944634972619,0.0019804001234936166
1002374,1.3203238032220197,0.0008251231006360079
1002376,1.3340122090271553,0.0008336775323694469
1002378,2.9388791252776936,0.0018366229937882915
1002380,1.7604309799873963,0.0011001636607006079
1002382,1.3203238032220197,0.0008251231006360079
1002384,2.6410061492103454,0.0016504702689729258
1002386,1.8508209463964225,0.0011566519624094719
1002388,1.4084809301082104,0.0008802160117097801
1002390,3.5208641398706253,0.0022003286837052236
1002392,1.3203238032220197,0.0008251231006360079
1002394,1.3203238032220197,0.0008251231006360079
1002396,2.670120438388335,0.0016686649515960312
1002398,1.3345473979251885,0.0008340119932962994
1002400,2.1245406284886763,0.001327710328729847
1002402,2.798806894828888,0.001749086260133354
1002404,1.4843866871428106,0.0009276525522369382
1002406,1.3203238032220197,0.0008251231006360079
1002408,2.9348195097771796,0.0018340859778525039
1002410,1.792400723063794,0.00112014283055982
1002412,1.3312429897115612,0.0008319469365698043
1002414,3.2900717229217853,0.002056097280611991
1002416,1.4301999285372946,0.000893789081651246
1002418,1.3203238032220197,0.0008251231006360079
1002420,3.5213581222509562,0.0022006373930326807
1002422,1.408379155844583,0.0008801524089058588
1002424,1.3203238032220197,0.0008251231006360079
1002426,2.6406469021995114,0.0016502457611614707
1002428,1.5843876588875812,0.0009901471552057706
1002430,2.1368832565795848,0.0013354237301966042
1002432,2.778660074172025,0.0017364957069010475
1002434,1.3203238032220197,0.0008251231006360079
1002436,1.339329453737097,0.000837000491049129
1002438,2.6406469021995114,0.0016502457611614707
1002440,1.8654317809175323,0.0011657828567048847
1002442,1.6239400379657534,0.0010148650172808697
1002444,2.6406469021995114,0.0016502457611614707
1002446,1.3203238032220197,0.0008251231006360079
1002448,1.3203238032220197,0.0008251231006360079
1002450,3.6335822129624726,0.0022707707114413707
1002452,1.4670700219641204,0.0009168306762470877
1002454,1.3408712291638658,0.0008379640081178324
1002456,3.6874910441346347,0.002304460494068851
1002458,1.3203238032220197,0.0008251231006360079
1002460,1.7604309799873963,0.0011001636607006079
1002462,2.6406469021995114,0.0016502457611614707
1002464,1.3203238032220197,0.0008251231006360079
1002466,1.3203238032220197,0.0008251231006360079
1002468,2.6643815788460947,0.0016650785089612381
1002470,2.112652245769414,0.001320280803346053
1002472,1.3785656017329389,0.0008615207276852766
1002474,3.020631034465546,0.0018877130283899406
1002476,1.3203238032220197,0.0008251231006360079
1002478,1.558285058572273,0.000973834597290606
1002480,3.521635929580194,0.002200811005933032
1002482,1.4403526771351203,0.0009001339399220523
1002484,1.5843876588875812,0.0009901471552057706
1002486,2.6406469021995114,0.0016502457611614707
1002488,1.3203238032220197,0.0008251231006360079
1002490,1.8781266001471502,0.0011737163564866761
1002492,2.6406828152897863,0.001650268204686558
1002494,1.3262809542023177,0.0008288459623126853
1002496,1.4838866280148917,0.0009273400453071056
1002498,3.1688189032875993,0.0019803215487398038
1002500,1.7648486223734083,0.001102924421942776
1002502,1.3526984660250925,0.0008453553210117429
1002504,2.6406469021995114,0.0016502457611614707
1002506,1.3245162608689542,0.0008277431349370497
1002508,1.4412989360614903,0.000900725294934683
1002510,3.645898695798848,0.002278467773693888
1002512,1.584583211460847,0.0009902693638224726
1002514,1.3203238032220197,0.0008251231006360079
1002516,2.7966470920978574,0.0017477365131077828
1002518,1.4670261257348909,0.0009168032437394864
1002520,1.7910027184009525,0.001119269161586124
1002522,2.6406469021995114,0.0016502457611614707
1002524,1.477817318218377,0.0009235470911046593
1002526,1.6026457456302792,0.0010015573631472258
1002528,2.6869732975809835,0.0016791969766929702
1002530,1.8261218919627644,0.0011412165363970466
1002532,1.354464085291634,0.0008464587270400189
1002534,2.8808612139357543,0.0018003652827767481
1002536,1.333389624410803,0.0008332884543661576
1002538,1.3312384743682728,0.0008319441147513644
1002540,4.85683928535267,0.003035232933498122
1002542,1.3203238032220197,0.0008251231006360079
1002544,1.3203238032220197,0.0008251231006360079
1002546,2.6406469021995114,0.0016502457611614707
1002548,1.3465147701120386,0.0008414908823545606
1002550,1.7604808577866635,0.0011001948313303306
1002552,2.7185189500009286,0.0016989111153556313
1002554,1.6780069948271414,0.0010486536189697542
1002556,1.3267568806144197,0.0008291433877441361
1002558,2.8169430941813687,0.0017604202957744242
1002560,1.9284847464372898,0.0012051871742571369
1002562,1.4809350673137271,0.0009254954970898296
1002564,2.640916269721436,0.0016504140996890036
1002566,1.3304831312626921,0.000831472070663543
1002568,1.5844435216883677,0.0009901820661020846
1002570,3.691010346173651,0.0023066598465333156
1002572,1.3203238032220197,0.0008251231006360079
1002574,1.3203238032220197,0.0008251231006360079
1002576,2.6406947834538905,0.0016502756840705171
1002578,1.3241338461215553,0.0008275041486813049
1002580,1.7604309799873963,0.0011001636607006079
1002582,3.243489806836381,0.002026986379982797
1002584,1.4672017029436162,0.000916912968952734
1002586,1.4403526771351203,0.0009001339399220523
1002588,2.848595237012771,0.0017802009845502282
1002590,1.7790922364357744,0.0011118258255005409
1002592,1.5068210085168103,0.0009416726560687454
1002594,2.6406469021995114,0.0016502457611614707
1002596,1.613958450842452,0.0010086271246545699
1002598,1.3203238032220197,0.0008251231006360079
1002600,3.5273363673723312,0.0022043734372809726
1002602,1.3883041977272177,0.0008676067654458861
1002604,1.349980039741912,0.000843656467807586
1002606,2.9361270173405565,0.0018349030915727638
1002608,1.33101447944397,0.0008318041313730323
1002610,2.112652226263156,0.0013202807911558128
1002612,2.88109468907357,0.0018005111907193041
1002614,1.3543413156371396,0.0008463820033774345
1002616,1.3835048684521227,0.0008646074728157179
1002618,2.642006678687078,0.0016510955398209592
1002620,1.7604309799873963,0.0011001636607006079
1002622,1.324284252739946,0.0008275981437869146
1002624,3.177423470285847,0.001985698886468547
1002626,1.4504279341854798,0.0009064303706285277
1002628,1.4670700142579576,0.0009168306714311987
1002630,3.7300344132057153,0.002331047545301108
1002632,1.3203238032220197,0.0008251231006360079
1002634,1.3203238032220197,0.0008251231006360079
1002636,2.640682810131527,0.0016502682014629558
1002638,1.7307351975519458,0.0010816055797062665
1002640,1.794122333245692,0.001121218733552637
1002642,2.6406469021995114,0.0016502457611614707
1002644,1.32586868515845,0.000828588318914193
1002646,1.3980537658344092,0.000873699660118266
1002648,2.6406469021995114,0.0016502457611614707
1002650,1.9571151367190103,0.0012230794491248798
1002652,1.5843876588875812,0.0009901471552057706
1002654,2.6950296448097917,0.001684231709982647
1002656,1.3203238032220197,0.0008251231006360079
1002658,1.324396308644149,0.0008276681719988538
1002660,3.7594021360653027,0.0023494006087582597
1002662,1.4078744524462214,0.000879836999585856
1002664,1.4948879394062933,0.0009342152043735283
1002666,3.1688188962667194,0.001980321544352175
1002668,1.4247932053498065,0.0008904102042956655
1002670,1.7604309799873963,0.0011001636607006079
1002672,2.948195067319109,0.0018424448982058289
1002674,1.3788230557811894,0.0008616816210070855
1002676,1.3256445650313355,0.0008284482572916211
1002678,2.6406469021995114,0.0016502457611614707
1002680,2.1130481025102568,0.0013205281900406007
1002682,1.3203238032220197,0.0008251231006360079
1002684,2.6406469021995114,0.0016502457611614707
1002686,1.3203238032220197,0.0008251231006360079
1002688,1.3203876398001189,0.0008251629946643716
1002690,3.8454205446295733,0.0024031569492961803
1002692,1.3203238032220197,0.0008251231006360079
1002694,1.882709201099538,0.0011765802069282
1002696,2.7110418576707067,0.001694238381597292
1002698,1.3498510243145279,0.0008435758409119614
1002700,1.8174804199697125,0.0011358161352624417
1002702,2.6406469021995114,0.0016502457611614707
1002704,1.369839942402672,0.0008560677145197837
1002706,1.3980276919812946,0.0008736833655256252
1002708,3.3392142588096965,0.0020868084148701156
1002710,1.7604309799873963,0.0011001636607006079
1002712,1.3203238032220197,0.0008251231006360079
1002714,2.6406469021995114,0.0016502457611614707
1002716,1.6012515309296569,0.0010006860626723556
1002718,1.3429140836947795,0.0008392406695402672
1002720,3.5225064490291453,0.002201355028319911
1002722,1.6102831052362414,0.0010063302543299533
1002724,1.3203238032220197,0.0008251231006360079
1002726,2.7362276952999083,0.0017099780178789438
1002728,1.4426335479357337,0.0009015593472218069
1002730,1.7729448790985953,0.0011079840962713982
1002732,2.6406469021995114,0.0016502457611614707
1002734,1.3203238032220197,0.0008251231006360079
1002736,1.5856768424653447,0.0009909528175352518
1002738,2.934118613057913,0.0018336479594869973
1002740,1.7766730079139827,0.001110313952932481
1002742,1.4403526771351203,0.0009001339399220523
1002744,2.7998097717830137,0.0017497129980138084
1002746,1.33034641196018,0.0008313866293085283
1002748,1.3203238032220197,0.0008251231006360079
1002750,4.247519847377866,0.0026544448702119387
1002752,1.3206838855030656,0.0008253481304411932
1002754,1.3832409427739722,0.0008644425351137984
1002756,2.6406469021995114,0.0016502457611614707
1002758,1.3282575716553557,0.0008300812295385294
1002760,2.0431219588393223,0.0012768285488310132
1002762,2.9474780049697595,0.0018419967772921556
1002764,1.6148094376280053,0.0010091589402996279
1002766,1.3203238032220197,0.0008251231006360079
1002768,2.8824860328843434,0.001801380697060396
1002770,1.7750398040513058,0.0011092932985809847
1002772,1.3203238032220197,0.0008251231006360079
1002774,2.716745995842624,0.0016978031254604132
1002776,1.3302298543835933,0.0008313137878216436
1002778,1.6259806801956582,0.0010161402961480074
1002780,3.526689766158111,0.002203969350346048
1002782,1.5539214457159323,0.0009711076012603803
1002784,1.3203238032220197,0.0008251231006360079
1002786,2.67005305899466,0.0016686228435206544
1002788,1.3660669841100317,0.0008537098421271202
1002790,1.7604309799873963,0.0011001636607006079
1002792,3.265107878159089,0.0020404963765427576
1002794,1.4403526771351203,0.0009001339399220523
1002796,1.4084808748917648,0.000880215977202817
1002798,2.6406469021995114,0.0016502457611614707
1002800,1.861570833598657,0.001163369996453961
1002802,1.3203238032220197,0.0008251231006360079
1002804,3.00503154515213,0.0018779642842112678
1002806,1.6058552500761798,0.0010035631107172113
1002808,1.3344701876674228,0.0008339637415211416
1002810,3.5208641398706253,0.0022003286837052236
1002812,1.3203238032220197,0.0008251231006360079
1002814,1.3261726702745444,0.0008287782913595332
1002816,2.6422382436807994,0.0016512402540381475
1002818,1.3203238032220197,0.0008251231006360079
1002820,2.53063298851711,0.001581493670690024
1002822,2.6537029177842797,0.0016584049869778704
1002824,1.3203238032220197,0.0008251231006360079
1002826,1.4886917305162986,0.0009303429458570763
1002828,2.6606400386426508,0.0016627402709878817
1002830,1.8832800233448943,0.0011769369365575916
1002832,1.3309691519487437,0.0008317758044101205
1002834,3.1772858626862024,0.001985612889981161
1002836,1.3203238032220197,0.0008251231006360079
1002838,1.3203238032220197,0.0008251231006360079
1002840,3.6071009821432884,0.0022542215321954455
1002842,1.3247412240600693,0.0008278837234240019
1002844,1.3271286419211759,0.0008293757162391452
1002846,3.0915658373664257,0.001932043021055184
1002848,1.8107150525419422,0.0011315881868339415
1002850,1.8239338057326413,0.0011398491138827722
1002852,2.6795540409235072,0.001674560386757462
1002854,1.3203238032220197,0.0008251231006360079
1002856,1.3413424972870605,0.0008382585223984145
1002858,2.8020654659586217,0.001751122671434618
1002860,1.8070801617394643,0.0011293165983326248
1002862,1.5843876588875812,0.0009901471552057706
1002864,2.818974517588498,0.0017616898134308545
1002866,1.3463956750267982,0.0008414164550771273
1002868,1.3257105816397172,0.0008284895137080156
1002870,3.915793930143368,0.002447136089803754
1002872,1.440534193573371,0.0009002473767971435
1002874,1.3391734178216004,0.0008369029779708288
1002876,3.168944550714997,0.001980400070837662
1002878,1.3692816281814624,0.0008557188016544628
1002880,1.7616182046344289,0.001100905604820316
1002882,2.687979027664776,0.0016798254976081554
1002884,1.3203238032220197,0.0008251231006360079
1002886,1.355723773620853,0.0008472459566101468
1002888,2.641279847656025,0.0016506413140677633
1002890,2.1126521872669826,0.001320280766785546
1002892,1.5384778912778614,0.0009614563070159796
1002894,2.6406469021995114,0.0016502457611614707
1002896,1.3984173688786725,0.0008739268901890646
1002898,1.5369973824516199,0.000960531077893967
1002900,3.5218285882195395,0.0022009314060147944
1002902,1.3203238032220197,0.0008251231006360079
1002904,1.5844435029707264,0.0009901820544046826
1002906,2.6406469021995114,0.0016502457611614707
1002908,1.3203238032220197,0.0008251231006360079
1002910,1.7604309799873963,0.0011001636607006079
1002912,2.7398177946319984,0.0017122216144006884
1002914,1.4670261257348909,0.0009168032437394864
1002916,1.3296659319935409,0.0008309613701875279
1002918,3.1688188857398103,0.001980321537773489
1002920,1.7604708667090432,0.0011001885875067134
1002922,1.3581940701611352,0.0008487897436234795
1002924,2.882069691880309,0.0018011205089312927
1002926,1.3203238032220197,0.0008251231006360079
1002928,1.3203238032220197,0.0008251231006360079
1002930,3.5673509286165515,0.0022293801354589865
1002932,1.731306044672334,0.0010819623248810595
1002934,1.3980276833646474,0.0008736833601407381
1002936,3.0664370252154596,0.0019163390222734409
1002938,1.3832409343564,0.0008644425298533213
1002940,1.7604309799873963,0.0011001636607006079
1002942,2.7265158352330303,0.001703908688467651
1002944,1.3203876235038454,0.0008251629844801792
1002946,1.6089638317373767,0.001005505787606477
1002948,2.6406469021995114,0.0016502457611614707
1002950,1.9217303610619474,0.0012009660889520074
1002952,1.3279954800061209,0.0008299174379945614
1002954,2.6406469021995114,0.0016502457611614707
1002956,1.3203238032220197,0.0008251231006360079
1002958,1.4670261257348909,0.0009168032437394864
1002960,4.246618629337241,0.0026538816630485027
1002962,1.3429140318702035,0.0008392406371530189
1002964,1.3203238032220197,0.0008251231006360079
1002966,2.8169429906716013,0.0017604202310870347
1002968,1.3203238032220197,0.0008251231006360079
1002970,1.7604309799873963,0.0011001636607006079
1002972,2.886214781354558,0.0018037109409685397
1002974,1.6396823094493285,0.0010247029917428033
1002976,1.440907771361765,0.0009004808404841088
1002978,2.6406469021995114,0.0016502457611614707
1002980,2.020610281382605,0.001262760102092209
1002982,1.324266875041998,0.0008275872837691083
1002984,2.80239715923078,0.0017513299598138138
1002986,1.3203238032220197,0.0008251231006360079
1002988,1.6036807483906979,0.001002204177727679
1002990,3.5823177431225575,0.002238733495870806
1002992,1.3203238032220197,0.0008251231006360079
1002994,1.3692816214912482,0.0008557187974734806
1002996,2.727003922396014,0.0017042137136382334
1002998,1.3240538737221819,0.0008274541707334899
1003000,1.9108133633368745,0.0011941436208645834
1003002,3.864304090085429,0.0024149580313788587
1003004,1.3203238032220197,0.0008251231006360079
1003006,1.3203238032220197,0.0008251231006360079
1003008,2.6447454180448884,0.0016528070874770992
1003010,1.8643577904668265,0.0011651116771589452
1003012,1.3203238032220197,0.0008251231006360079
1003014,2.671736959500581,0.0016696751802301928
1003016,1.5844434967342995,0.0009901820505072902
1003018,1.3782740272903693,0.0008613385111657137
1003020,3.586210959483912,0.0022411665223357447
1003022,1.3203238032220197,0.0008251231006360079
1003024,1.5156388451960272,0.0009471832745427153
1003026,2.653859679250328,0.001658502953481701
1003028,1.440404525530273,0.0009001663420558827
1003030,2.238672395385711,0.0013990358302116313
1003032,2.640790487524351,0.0016503354933681826
1003034,1.4083791351468395,0.0008801523959710118
1003036,1.3660669305796231,0.000853709808673829
1003038,2.6406469021995114,0.0016502457611614707
1003040,1.7607102204462215,0.0011003381692209016
1003042,1.3264678353145842,0.0008289627517869244
1003044,3.1689445226479425,0.0019804000532974383
1003046,1.4828772698251398,0.0009267092570435388
1003048,1.3982550637464788,0.0008738254592267522
1003050,3.525738679354998,0.002203374978200334
1003052,1.3694262170835028,0.0008558091610366673
1003054,1.455292601622399,0.0009094704956867282
1003056,2.640694760538717,0.0016502756697499097
1003058,1.5843876588875812,0.0009901471552057706
1003060,1.7604309799873963,0.0011001636607006079
1003062,2.6406469021995114,0.0016502457611614707
1003064,1.3203238032220197,0.0008251231006360079
1003066,1.3244322745616137,0.000827690648537763
1003068,3.1510634343139445,0.0019692254467252547
1003070,1.811446255417289,0.0011320451447273219
1003072,1.5850692511619677,0.0009905731094523266
1003074,2.7001476230433057,0.0016874301390791453
1003076,1.3833785343058995,0.0008645285215598263
1003078,1.3463956359169833,0.0008414164306358413
1003080,3.8469365336811783,0.0024041043514287015
1003082,1.3260688903724758,0.0008287134351520108
1003084,1.3430441921555183,0.0008393219795161093
1003086,3.363265904754367,0.0021018392494493577
1003088,1.3409506064337002,0.000838013614145419
1003090,1.958406869254891,0.0012238867044001367
1003092,2.6406469021995114,0.0016502457611614707
1003094,1.327199361811706,0.0008294199119244827
1003096,1.3203238032220197,0.0008251231006360079
1003098,2.7321571605574912,0.0017074341780725921
1003100,2.114082728530769,0.001321174769181233
1003102,1.4250262071597375,0.0008905558164367136
1003104,2.705053291829004,0.0016904958875184834
1003106,1.4788679708108043,0.0009242036858904531
1003108,1.3203238032220197,0.0008251231006360079
1003110,3.6543672012337,0.0022837600811150723
1003112,1.4672016105102357,0.0009169129111874212
1003114,1.5991834383629093,0.0009993936289928954
1003116,2.6612953688268535,0.001663149813004931
1003118,1.3436936411495721,0.0008397278461424406
1003120,1.7605905077841,0.0011002633559949989
1003122,2.767564835214114,0.001729561848745262
1003124,1.4268307024744273,0.0008916835176608426
1003126,1.3203238032220197,0.0008251231006360079
1003128,3.1724955768109906,0.0019826192489329256
1003130,1.7604309799873963,0.0011001636607006079
1003132,1.462560909575744,0.0009140127517455874
1003134,2.934118587067869,0.0018336479432447803
1003136,1.4114594105880924,0.0008820773831724068
1003138,1.3369119617475498,0.0008354897037094551
1003140,3.521357767569678,0.002200637171378178
1003142,1.6067827627966238,0.0010041427504767191
1003144,1.3584626951375358,0.0008489576181046446
1003146,2.6406469021995114,0.0016502457611614707
1003148,1.3203238032220197,0.0008251231006360079
1003150,1.7604808279509832,0.0011001948126848217
1003152,2.6406947559583145,0.001650275666887433
1003154,1.3203238032220197,0.0008251231006360079
1003156,1.7609194622763276,0.001100468932801183
1003158,2.882705958031763,0.0018015181370725382
1003160,1.8233679880851468,0.0011394955118265524
1003162,1.3980276747519176,0.0008736833547582991
1003164,2.6406469021995114,0.0016502457611614707
1003166,1.3391733436209938,0.000836902931599905
1003168,1.4662024096654769,0.0009162884706545962
1003170,4.5229776039719365,0.0028265894287365107
1003172,1.3203238032220197,0.0008251231006360079
1003174,1.3345471450962,0.0008340118352933623
1003176,2.6407904669105657,0.0016503354804858045
1003178,1.4670261257348909,0.0009168032437394864
1003180,1.7604309799873963,0.0011001636607006079
1003182,2.6406469021995114,0.0016502457611614707
1003184,1.762322726406416,0.0011013458886261133
1003186,1.3203238032220197,0.0008251231006360079
1003188,2.7097332108957795,0.001693420555938215
1003190,1.8042049011165118,0.0011275197330829357
1003192,1.3203238032220197,0.0008251231006360079
1003194,2.6406469021995114,0.0016502457611614707
1003196,1.3203238032220197,0.0008251231006360079
1003198,1.5995927848335343,0.0009996494459585915
1003200,4.1424092715914576,0.002588757071513718
1003202,1.3203238032220197,0.0008251231006360079
1003204,1.4084808197202383,0.0008802159427239257
1003206,2.6864433088486828,0.0016788657655574662
1003208,1.3364353942484966,0.0008351918776371526
1003210,1.920692893212359,0.0012003177338388348
1003212,3.1712120819541116,0.0019818171417124286
1003214,1.402973126445823,0.000876773965126576
1003216,1.3203238032220197,0.0008251231006360079
1003218,2.716745707771345,0.0016978029454331606
1003220,1.781502970548172,0.0011133323895727604
1003222,1.5185744513211823,0.0009490178521079481
1003224,2.6406469021995114,0.0016502457611614707
1003226,1.647786047468688,0.0010297673414310833
1003228,1.3203238032220197,0.0008251231006360079
1003230,3.5949828985185617,0.0022466484575376982
1003232,1.3374257383504555,0.0008358107832375143
1003234,1.3203238032220197,0.0008251231006360079
1003236,2.9587265929456708,0.0018490264693766358
1003238,1.4921152465512821,0.0009324824378203122
1003240,2.1130478034143527,0.0013205280031236193
1003242,2.654821080846755,0.001659103771753904
1003244,1.4768630540345806,0.000922950733286798
1003246,1.3203238032220197,0.0008251231006360079
1003248,2.6410058397369816,0.0016504700755706552
1003250,1.7608603547356452,0.0011004319941372582
1003252,1.3203238032220197,0.0008251231006360079
1003254,3.1688188717121584,0.001980321529007049
1003256,1.3203238032220197,0.0008251231006360079
1003258,1.340871041597943,0.0008379638909003928
1003260,3.693613653703354,0.00230828675742864
1003262,1.4741751863959884,0.0009212709774006721
1003264,1.3206837016469335,0.00082534801554215
1003266,2.9392903409990456,0.0018368799789234564
1003268,1.5843876588875812,0.0009901471552057706
1003270,1.8063651926254893,0.0011288697855653762
1003272,2.8178434434523516,0.0017609829600089976
1003274,1.3203238032220197,0.0008251231006360079
1003276,1.4368778407393974,0.0008979623758147894
1003278,2.6406469021995114,0.0016502457611614707
1003280,1.760590482339042,0.0011002633400933656
1003282,1.5843876588875812,0.0009901471552057706
1003284,2.8329417641466454,0.0017704185038924533
1003286,1.3254039068868169,0.0008282978604011659
1003288,1.6023111151047358,0.0010013482391610263
1003290,3.59568131452087,0.0022470849256040564
1003292,1.3583047059264415,0.0008488588843338779
1003294,1.3258431865426843,0.0008285723838103562
1003296,3.1708917896781035,0.0019816169782712755
1003298,1.3266505820354,0.0008290769575147486
1003300,1.797561490843196,0.00112336800055328
1003302,2.6665834375036983,0.001666454538415748
1003304,1.3374911492068677,0.0008358516610952991
1003306,1.4765125555112208,0.0009227316927547276
1003308,2.6406469021995114,0.0016502457611614707
1003310,2.349078663315505,0.0014680331185295203
1003312,1.3404482100910178,0.0008376996465966929
1003314,3.0546555331510747,0.0019089762971308956
1003316,1.3203238032220197,0.0008251231006360079
1003318,1.3203238032220197,0.0008251231006360079
1003320,3.5247856253492733,0.0022027793766711042
1003322,1.326509017405777,0.000828988488121218
1003324,1.5847174419510122,0.0009903532498192066
1003326,2.6406469021995114,0.0016502457611614707
1003328,1.3479401172483294,0.0008423816387324346
1003330,1.7604309799873963,0.0011001636607006079
1003332,2.9383243867987425,0.0018362763155471834
1003334,1.3339489753092832,0.0008336380150925274
1003336,1.330070790837477,0.0008312143826559946
1003338,3.169091035327198,0.0019804916149248923
1003340,2.057609597989965,0.00128588245341692
1003342,1.3692816014298892,0.0008557187849363358
1003344,2.640694746800139,0.0016502756611641231
